MT-ND6,YP_003024037,None
SPRYD4,NP_997227,NM_207344.4
GLS2,NP_037399,NM_013267.4
GLS2,NP_001267725,NM_001280796.2
GLS2,NP_001267727,NM_001280798.2
ATP5F1B,NP_001677,NM_001686.4
SHMT2,NP_005403,NM_005412.6
SHMT2,NP_001159831,NM_001166359.1
SHMT2,NP_001159830,NM_001166358.2
SHMT2,NP_001159828,NM_001166356.2
SHMT2,NP_001159829,NM_001166357.1
TSFM,NP_001166166,NM_001172695.2
CYP27B1,NP_000776,NM_000785.4
TSFM,NP_001166167,NM_001172696.2
TSFM,NP_005717,NM_005726.6
ATP23,NP_150592,NM_033276.4
MRPL42,NP_054769,NM_014050.4
MRPL42,NP_751917,NM_172177.5
NDUFA12,NP_061326,NM_018838.5
NDUFA12,NP_001245267,NM_001258338.2
SLC25A3,NP_998776,NM_213611.3
SLC25A3,NP_002626,NM_002635.4
SLC25A3,NP_005879,NM_005888.4
ALDH1L2,NP_001029345,NM_001034173.4
MTERF2,NP_079474,NM_025198.5
MTERF2,NP_001028222,NM_001033050.3
ISCU,NP_055116,NM_014301.4
ISCU,NP_998760,NM_213595.4
USP30,NP_116052,NM_032663.5
UNG,NP_003353,NM_003362.4
UNG,NP_550433,NM_080911.3
ACACB,NP_001084,NM_001093.4
MMAB,NP_443077,NM_052845.4
ACAD10,NP_079523,NM_025247.6
ACAD10,NP_001130010,NM_001136538.2
ALDH2,NP_000681,NM_000690.4
ALDH2,NP_001191818,NM_001204889.2
SDSL,NP_612441,NM_138432.4
SIRT4,NP_036372,NM_012240.3
COX6A1,NP_004364,NM_004373.4
TRIAP1,NP_057483,NM_016399.3
COQ5,NP_115690,NM_032314.4
GATC,NP_789788,NM_176818.3
ACADS,NP_000008,NM_000017.4
DIABLO,NP_001265231,NM_001278302.1
DIABLO,NP_001265232,NM_001278303.1
DIABLO,NP_063940,NM_019887.6
DIABLO,NP_620308,NM_138930.3
DIABLO,NP_001265271,NM_001278342.1
DIABLO,NP_001265233,NM_001278304.2
PUS1,NP_079491,NM_025215.6
PUS1,NP_001002020,NM_001002020.3
PUS1,NP_001002019,NM_001002019.3
PGAM5,NP_001164014,NM_001170543.2
PGAM5,NP_612642,NM_138575.4
PGAM5,NP_001164015,NM_001170544.2
PXMP2,NP_061133,NM_018663.3
MICU2,NP_689939,NM_152726.3
MIPEP,NP_005923,NM_005932.4
MTRF1,NP_004285,NM_004294.4
VWA8,NP_055873,NM_015058.2
VWA8,NP_001009814,NM_001009814.2
DNAJC15,NP_037370,NM_013238.3
CLYBL,NP_996531,NM_206808.5
PCCA,NP_001171475,NM_001178004.2
PCCA,NP_000273,NM_000282.4
PCCA,NP_001121164,NM_001127692.3
NAXD,NP_060680,NM_018210.4
NAXD,NP_001229812,NM_001242883.2
NAXD,NP_001229811,NM_001242882.2
NAXD,NP_001229810,NM_001242881.2
MRPL57,NP_076931,NM_024026.5
MTIF3,NP_001159734,NM_001166262.2
MTIF3,NP_001159733,NM_001166261.2
MTIF3,NP_690876,NM_152912.5
MTIF3,NP_001159735,NM_001166263.2
MRPS31,NP_005821,NM_005830.4
SLC25A15,NP_055067,NM_014252.4
SLC25A30,NP_001273736,NM_001286807.2
SLC25A30,NP_001273735,NM_001286806.2
SLC25A30,NP_001010875,NM_001010875.4
SUCLA2,NP_003841,NM_003850.3
ACOD1,NP_001245335,NM_001258406.2
CARS2,NP_078813,NM_024537.4
PRORP,NP_001243609,NM_001256680.2
PRORP,NP_001243610,NM_001256681.2
PRORP,NP_055487,NM_014672.4
PRORP,NP_001243608,NM_001256679.2
PRORP,NP_001243607,NM_001256678.2
NUBPL,NP_001188503,NM_001201574.2
NUBPL,NP_001188502,NM_001201573.2
NUBPL,NP_079428,NM_025152.3
SLC25A21,NP_085134,NM_030631.4
SLC25A21,NP_001164641,NM_001171170.2
L2HGDH,NP_079160,NM_024884.3
DLST,NP_001924,NM_001933.5
ADCK1,NP_065154,NM_020421.4
SPTLC2,NP_004854,NM_004863.4
ADCK1,NP_001136017,NM_001142545.2
DGLUCY,NP_001095838,NM_001102368.3
DGLUCY,NP_001273401,NM_001286472.2
DGLUCY,NP_001273402,NM_001286473.2
DGLUCY,NP_001273400,NM_001286471.1
DGLUCY,NP_001095839,NM_001102369.3
DGLUCY,NP_001095836,NM_001102366.3
DGLUCY,NP_079228,NM_024952.8
DGLUCY,NP_001095837,NM_001102367.2
DGLUCY,NP_001273399,NM_001286470.2
SLC25A47,NP_997000,NM_207117.4
APEX1,NP_542380,NM_080649.3
APEX1,NP_542379,NM_080648.3
APEX1,NP_001632,NM_001641.4
APEX1,NP_001231178,NM_001244249.2
METTL17,NP_073571,NM_022734.3
METTL17,NP_001025162,NM_001029991.2
MRPL52,NP_851824,NM_181307.3
MRPL52,NP_851823,NM_181306.3
MRPL52,NP_851821,NM_181304.3
MRPL52,NP_851822,NM_181305.3
OXA1L,NP_005006,NM_005015.5
MRPL52,NP_848026,NM_178336.3
MRPL52,NP_851313,NM_180982.3
BCL2L2,NP_001186768,NM_001199839.2
BCL2L2,NP_004041,NM_004050.5
DHRS2,NP_005785,NM_005794.4
DHRS2,NP_878912,NM_182908.5
DHRS4,NP_066284,NM_021004.4
DHRS4,NP_001269920,NM_001282991.2
DHRS4,NP_001269919,NM_001282990.2
DHRS4,NP_001269918,NM_001282989.2
DHRS4,NP_001269917,NM_001282988.2
DHRS4,NP_001269916,NM_001282987.2
PCK2,NP_004554,NM_004563.4
PCK2,NP_001018083,NM_001018073.3
DHRS1,NP_001129522,NM_001136050.3
DHRS1,NP_612461,NM_138452.3
SDR39U1,NP_064580,NM_020195.3
DMAC2L,NP_056499,NM_015684.4
DMAC2L,NP_001003805,NM_001003805.3
DMAC2L,NP_001003803,NM_001003803.3
TOMM20L,NP_997260,NM_207377.3
TIMM9,NP_036592,NM_012460.4
TRMT5,NP_065861,NM_020810.3
ARG2,NP_001163,NM_001172.4
EXD2,NP_001180289,NM_001193360.2
EXD2,NP_001180292,NM_001193363.2
EXD2,NP_001180291,NM_001193362.2
EXD2,NP_001180290,NM_001193361.2
EXD2,NP_060669,NM_018199.4
COX16,NP_001191019,NM_001204090.2
COX16,NP_057552,NM_016468.7
SYNJ2BP,NP_060843,NM_018373.3
ACOT2,NP_006812,NM_006821.6
COQ6,NP_872282,NM_182476.3
COQ6,NP_872286,NM_182480.3
ALDH6A1,NP_005580,NM_005589.4
ALDH6A1,NP_001265523,NM_001278594.2
ALDH6A1,NP_001265522,NM_001278593.2
ISCA2,NP_001258936,NM_001272007.2
ISCA2,NP_919255,NM_194279.4
DLST,NP_001231812,NM_001244883.2
GSTZ1,NP_001504,NM_001513.3
GSTZ1,NP_665877,NM_145870.3
GSTZ1,NP_665878,NM_145871.3
SLIRP,NP_001254793,NM_001267864.1
SLIRP,NP_001254792,NM_001267863.1
ALKBH1,NP_006011,NM_006020.3
SLIRP,NP_112487,NM_031210.6
NDUFB1,NP_004536,NM_004545.4
COX8C,NP_892016,NM_182971.3
IFI27,NP_005523,NM_005532.5
IFI27,NP_001123552,NM_001130080.3
IFI27,NP_001275888,NM_001288959.2
IFI27,NP_001275887,NM_001288958.2
IFI27,NP_001275886,NM_001288957.2
IFI27,NP_001275885,NM_001288956.2
IFI27,NP_001275883,NM_001288954.2
IFI27,NP_001275881,NM_001288952.2
IFI27,NP_001275924,NM_001288995.2
IFI27,NP_001275889,NM_001288960.2
GLRX5,NP_057501,NM_016417.3
SLC25A29,NP_001034444,NM_001039355.3
COA8,NP_115750,NM_032374.4
ATP5MPL,NP_001120865,NM_001127393.2
ATP5MPL,NP_004885,NM_004894.3
ETFA,NP_001121188,NM_001127716.2
ETFA,NP_000117,NM_000126.4
NDUFAF1,NP_057097,NM_016013.4
DUT,NP_001939,NM_001948.4
DUT,NP_001020420,NM_001025249.1
DUT,NP_001020419,NM_001025248.2
IVD,NP_002216,NM_002225.5
IVD,NP_001152980,NM_001159508.3
RMDN3,NP_060615,NM_018145.3
CKMT1B,NP_066270,NM_020990.5
CKMT1A,NP_001015001,NM_001015001.2
C15orf48,NP_922946,NM_197955.3
GATM,NP_001473,NM_001482.3
C15orf48,NP_115789,NM_032413.4
SQOR,NP_067022,NM_021199.4
SQOR,NP_001258142,NM_001271213.2
BCL2L10,NP_065129,NM_020396.4
LDHAL6B,NP_149972,NM_033195.3
LACTB,NP_001275514,NM_001288585.2
LACTB,NP_116246,NM_032857.5
LACTB,NP_741982,NM_171846.4
PIF1,NP_001273426,NM_001286497.2
PIF1,NP_079325,NM_025049.4
PIF1,NP_001273428,NM_001286499.2
PIF1,NP_001273425,NM_001286496.2
MTFMT,NP_640335,NM_139242.4
CLPX,NP_006651,NM_006660.5
C15orf61,NP_001137408,NM_001143936.2
CYP11A1,NP_001093243,NM_001099773.2
CYP11A1,NP_000772,NM_000781.3
COX5A,NP_004246,NM_004255.4
IDH3A,NP_005521,NM_005530.3
MTHFS,NP_001186687,NM_001199758.1
MTHFS,NP_006432,NM_006441.4
BCL2A1,NP_001108207,NM_001114735.2
BCL2A1,NP_004040,NM_004049.4
MRPS11,NP_789775,NM_176805.4
MRPS11,NP_073750,NM_022839.5
MRPL46,NP_071446,NM_022163.4
POLG,NP_002684,NM_002693.3
POLG,NP_001119603,NM_001126131.2
IDH2,NP_002159,NM_002168.4
IDH2,NP_001276839,NM_001289910.1
NGRN,NP_001028260,NM_001033088.3
NTHL1,NP_002519,NM_002528.7
ABAT,NP_065737,NM_020686.6
ACSM2B,NP_872423,NM_182617.4
ACSM2B,NP_001098539,NM_001105069.2
ACSM5,NP_060358,NM_017888.3
NDUFAB1,NP_004994,NM_005003.3
GPT2,NP_597700,NM_133443.4
GPT2,NP_001135938,NM_001142466.3
CYB5B,NP_085056,NM_030579.3
CA5A,NP_001730,NM_001739.2
NME4,NP_001273368,NM_001286439.2
NME4,NP_005000,NM_005009.3
NME4,NP_001273369,NM_001286440.2
NME4,NP_001273367,NM_001286438.2
MRPL28,NP_006419,NM_006428.5
NME4,NP_001273362,NM_001286433.2
NME4,NP_001273364,NM_001286435.2
NME4,NP_001273365,NM_001286436.2
RHOT2,NP_620124,NM_138769.3
ANTKMT,NP_001258214,NM_001271285.2
ANTKMT,NP_076422,NM_023933.3
MCRIP2,NP_612427,NM_138418.4
C16orf91,NP_001258980,NM_001272051.2
NME3,NP_002504,NM_002513.3
MRPS34,NP_076425,NM_023936.2
FAHD1,NP_001135870,NM_001142398.2
FAHD1,NP_112485,NM_031208.4
HAGH,NP_001273178,NM_001286249.2
HAGH,NP_005317,NM_005326.6
HAGH,NP_001035517,NM_001040427.2
FAHD1,NP_001018114,NM_001018104.3
GFER,NP_005253,NM_005262.3
NDUFB10,NP_004539,NM_004548.3
ECI1,NP_001171500,NM_001178029.2
ECI1,NP_001910,NM_001919.4
TRAP1,NP_057376,NM_016292.3
TRAP1,NP_001258978,NM_001272049.2
PAM16,NP_057153,NM_016069.11
DNAJA3,NP_001128582,NM_001135110.3
DNAJA3,NP_005138,NM_005147.6
DNAJA3,NP_001273445,NM_001286516.2
TMEM186,NP_056236,NM_015421.4
ABAT,NP_001120920,NM_001127448.2
ABAT,NP_000654,NM_000663.5
MPV17L,NP_001121895,NM_001128423.2
MPV17L,NP_776164,NM_173803.4
COQ7,NP_001177912,NM_001190983.2
COQ7,NP_057222,NM_016138.5
ACSM2A,NP_001010845,NM_001010845.2
ACSM1,NP_443188,NM_052956.3
ACSM3,NP_005613,NM_005622.4
ACSM3,NP_973729,NM_202000.3
LYRM1,NP_065157,NM_020424.5
LYRM1,NP_001121774,NM_001128302.3
LYRM1,NP_001121773,NM_001128301.3
UQCRC2,NP_003357,NM_003366.4
EARS2,NP_001077083,NM_001083614.2
TUFM,NP_003312,NM_003321.5
BCKDK,NP_001258855,NM_001271926.3
BCKDK,NP_001116429,NM_001122957.4
BCKDK,NP_005872,NM_005881.4
COX6A2,NP_005196,NM_005205.4
COQ9,NP_064708,NM_020312.4
GOT2,NP_002071,NM_002080.4
GOT2,NP_001273149,NM_001286220.2
TK2,NP_001166115,NM_001172644.2
TK2,NP_001258979,NM_001272050.2
TK2,NP_001258864,NM_001271935.1
TK2,NP_001258863,NM_001271934.2
TK2,NP_001166116,NM_001172645.2
TK2,NP_001166114,NM_001172643.1
TK2,NP_004605,NM_004614.5
PDP2,NP_065837,NM_020786.4
DDX28,NP_060850,NM_018380.4
DUS2,NP_060273,NM_017803.5
DUS2,NP_001258691,NM_001271762.2
DUS2,NP_001258692,NM_001271763.2
PDF,NP_071736,NM_022341.2
PDPR,NP_060460,NM_017990.5
DHODH,NP_001352,NM_001361.5
LDHD,NP_705690,NM_153486.4
LDHD,NP_919417,NM_194436.3
KARS1,NP_005539,NM_005548.3
KARS1,NP_001123561,NM_001130089.2
CMC2,NP_064573,NM_020188.5
GCSH,NP_004474,NM_004483.5
MLYCD,NP_036345,NM_012213.3
HSDL1,NP_001139523,NM_001146051.2
HSDL1,NP_113651,NM_031463.5
COX4I1,NP_001852,NM_001861.6
ACSF3,NP_001230208,NM_001243279.3
ACSF3,NP_001120686,NM_001127214.4
ACSF3,NP_001271245,NM_001284316.2
ACSF3,NP_777577,NM_174917.5
SPG7,NP_003110,NM_003119.4
SPG7,NP_955399,NM_199367.3
LYRM9,NP_001070148,NM_001076680.3
ACACA,NP_942133,NM_198836.3
ACACA,NP_942135,NM_198838.2
ACACA,NP_942134,NM_198837.2
ACACA,NP_942131,NM_198834.3
ACACA,NP_942136,NM_198839.3
COX10,NP_001294,NM_001303.4
TMEM11,NP_003867,NM_003876.3
TEFM,NP_078959,NM_024683.4
RHOT1,NP_001275687,NM_001288758.2
RHOT1,NP_001275684,NM_001288755.2
RHOT1,NP_001275683,NM_001288754.2
RHOT1,NP_060777,NM_018307.5
RHOT1,NP_001028738,NM_001033566.3
RHOT1,NP_001028739,NM_001033567.3
RHOT1,NP_001028740,NM_001033568.3
MYO19,NP_001157207,NM_001163735.2
MYO19,NP_079385,NM_025109.6
FKBP10,NP_068758,NM_021939.4
DCAKD,NP_001122103,NM_001128631.3
DCAKD,NP_079095,NM_024819.7
DCAKD,NP_001275584,NM_001288655.2
DCAKD,NP_001275583,NM_001288654.2
SPATA20,NP_073738,NM_022827.4
SPATA20,NP_001245302,NM_001258373.2
SPATA20,NP_001245301,NM_001258372.2
AKAP1,NP_001229832,NM_001242903.1
AKAP1,NP_001229831,NM_001242902.1
AKAP1,NP_003479,NM_003488.4
ABCA9,NP_525022,NM_080283.4
SLC25A19,NP_001119594,NM_001126122.2
SLC25A19,NP_068380,NM_021734.5
SLC25A19,NP_001119593,NM_001126121.2
PGS1,NP_077733,NM_024419.5
MRM3,NP_060616,NM_018146.4
GLOD4,NP_057164,NM_016080.4
TIMM22,NP_037469,NM_013337.4
SLC25A11,NP_001158890,NM_001165418.2
SLC25A11,NP_001158889,NM_001165417.2
SLC25A11,NP_003553,NM_003562.5
C1QBP,NP_001203,NM_001212.4
ACADVL,NP_001257377,NM_001270448.2
ACADVL,NP_000009,NM_000018.4
ACADVL,NP_001257376,NM_001270447.2
ACADVL,NP_001029031,NM_001033859.3
PLSCR3,NP_001188505,NM_001201576.2
PLSCR3,NP_065093,NM_020360.4
SLC25A35,NP_958928,NM_201520.3
SCO1,NP_004580,NM_004589.4
ELAC2,NP_001159434,NM_001165962.2
ELAC2,NP_060597,NM_018127.7
ELAC2,NP_776065,NM_173717.2
TTC19,NP_060245,NM_017775.4
TTC19,NP_001258349,NM_001271420.2
PLD6,NP_849158,NM_178836.4
NT5M,NP_064586,NM_020201.4
ATPAF2,NP_663729,NM_145691.4
TOP3A,NP_004609,NM_004618.5
MIEF2,NP_631901,NM_139162.4
MIEF2,NP_683684,NM_148886.2
MIEF2,NP_001138372,NM_001144900.3
ALDH3A2,NP_000373,NM_000382.3
ALDH3A2,NP_001026976,NM_001031806.2
AKAP10,NP_009133,NM_007202.4
DHRS7B,NP_056325,NM_015510.5
POLDIP2,NP_056399,NM_015584.5
ERAL1,NP_005693,NM_005702.4
LIG3,NP_002302,NM_002311.5
LIG3,NP_039269,NM_013975.4
MRM1,NP_079140,NM_024864.5
MYO19,NP_001028752,NM_001033580.3
MRPL45,NP_115727,NM_032351.6
MRPL45,NP_001265208,NM_001278279.3
CISD3,NP_001129970,NM_001136498.2
ACLY,NP_942127,NM_198830.2
ACLY,NP_001087,NM_001096.3
COASY,NP_001035997,NM_001042532.4
COASY,NP_001035994,NM_001042529.3
COASY,NP_079509,NM_025233.7
COA3,NP_001035521,NM_001040431.3
NBR1,NP_114064,NM_031858.2
NBR1,NP_114068,NM_031862.4
NBR1,NP_005890,NM_005899.5
NAGS,NP_694551,NM_153006.3
SLC25A39,NP_057100,NM_016016.4
SLC25A39,NP_001137252,NM_001143780.3
MRPL10,NP_683685,NM_148887.3
MRPL10,NP_660298,NM_145255.4
PNPO,NP_060599,NM_018129.4
ATP5MC1,NP_001002027,NM_001002027.2
ATP5MC1,NP_005166,NM_005175.3
PHB,NP_002625,NM_002634.4
PHB,NP_001268425,NM_001281496.2
PHB,NP_001268644,NM_001281715.2
PHB,NP_001268426,NM_001281497.2
PDK2,NP_002602,NM_002611.5
PDK2,NP_001186829,NM_001199900.2
PDK2,NP_001186828,NM_001199899.2
PDK2,NP_001186827,NM_001199898.2
MRPL27,NP_057588,NM_016504.3
ACSF2,NP_001275898,NM_001288969.2
ACSF2,NP_001275899,NM_001288970.2
ACSF2,NP_001275897,NM_001288968.2
ACSF2,NP_079425,NM_025149.6
ACSF2,NP_001275901,NM_001288972.2
RSAD1,NP_060816,NM_018346.3
ACSF2,NP_001275900,NM_001288971.2
COX11,NP_001156334,NM_001162862.2
COX11,NP_001156333,NM_001162861.2
COX11,NP_004366,NM_004375.5
MRPS23,NP_057154,NM_016070.4
SEPTIN4,NP_001185642,NM_001198713.2
SEPTIN4,NP_536341,NM_080416.4
SEPTIN4,NP_536340,NM_080415.4
SEPTIN4,NP_001243711,NM_001256782.2
SEPTIN4,NP_004565,NM_004574.5
SEPTIN4,NP_001243751,NM_001256822.2
PTRH2,NP_057161,NM_016077.5
TACO1,NP_057444,NM_016360.4
POLG2,NP_009146,NM_007215.4
FDXR,NP_004101,NM_004110.6
FDXR,NP_001244944,NM_001258015.3
FDXR,NP_001244943,NM_001258014.4
FDXR,NP_077728,NM_024417.5
FDXR,NP_001244945,NM_001258016.3
FDXR,NP_001244941,NM_001258012.4
FDXR,NP_001244942,NM_001258013.4
MRPL58,NP_001536,NM_001545.3
ATP5PD,NP_006347,NM_006356.3
ATP5PD,NP_001003785,NM_001003785.2
MRPS7,NP_057055,NM_015971.4
MRPL38,NP_115867,NM_032478.4
NDUFAF8,NP_001079990,NM_001086521.2
MRPL12,NP_002940,NM_002949.4
SLC25A10,NP_001257882,NM_001270953.2
SLC25A10,NP_036272,NM_012140.5
OXLD1,NP_001034931,NM_001039842.3
SLC25A10,NP_001257817,NM_001270888.2
PYCR1,NP_008838,NM_006907.4
PYCR1,NP_722546,NM_153824.3
PYCR1,NP_001269210,NM_001282281.2
PYCR1,NP_001269209,NM_001282280.2
PYCR1,NP_001269208,NM_001282279.2
FASN,NP_004095,NM_004104.5
DCXR,NP_001182147,NM_001195218.1
DCXR,NP_057370,NM_016286.4
SPIRE1,NP_001122099,NM_001128627.1
SPIRE1,NP_001122098,NM_001128626.2
SPIRE1,NP_064533,NM_020148.3
BCL2,NP_000624,NM_000633.3
OSBPL1A,NP_060500,NM_018030.4
OSBPL1A,NP_001229437,NM_001242508.1
OSBPL1A,NP_542164,NM_080597.4
ACAA2,NP_006102,NM_006111.3
METTL4,NP_073751,NM_022840.5
NDUFV2,NP_066552,NM_021074.5
PRELID3A,NP_001135877,NM_001142405.2
PRELID3A,NP_006544,NM_006553.4
AFG3L2,NP_006787,NM_006796.3
FAM210A,NP_689565,NM_152352.4
FAM210A,NP_001092271,NM_001098801.2
SLC25A52,NP_001029344,NM_001034172.4
ATP5F1A,NP_004037,NM_004046.6
ATP5F1A,NP_001001935,NM_001001935.3
ATP5F1A,NP_001244264,NM_001257335.2
ATP5F1A,NP_001244263,NM_001257334.2
ATP5F1A,NP_001001937,NM_001001937.2
ME2,NP_001161807,NM_001168335.2
ME2,NP_002387,NM_002396.5
FECH,NP_000131,NM_000140.5
FECH,NP_001012533,NM_001012515.4
PMAIP1,NP_066950,NM_021127.3
BCL2,NP_000648,NM_000657.3
TIMM21,NP_054896,NM_014177.3
ZADH2,NP_787103,NM_175907.6
RBFA,NP_001165438,NM_001171967.2
RBFA,NP_079081,NM_024805.3
DMAC2,NP_001161343,NM_001167871.2
DMAC2,NP_001161342,NM_001167870.2
DMAC2,NP_001161340,NM_001167868.2
DMAC2,NP_060505,NM_018035.3
DMAC2,NP_001161339,NM_001167867.2
DMAC2,NP_001161341,NM_001167869.2
NDUFB7,NP_004137,NM_004146.6
RDH13,NP_001139443,NM_001145971.2
RDH13,NP_612421,NM_138412.4
NDUFA11,NP_783313,NM_175614.5
NDUFA11,NP_001180304,NM_001193375.3
TIMM44,NP_006342,NM_006351.4
CEP89,NP_116205,NM_032816.5
ECH1,NP_001389,NM_001398.3
TIMM50,NP_001001563,NM_001001563.5
CPT1C,NP_689572,NM_152359.3
CPT1C,NP_001186682,NM_001199753.2
CPT1C,NP_001129524,NM_001136052.3
CPT1C,NP_001186681,NM_001199752.3
ISOC2,NP_001129674,NM_001136202.2
ISOC2,NP_001129673,NM_001136201.2
ISOC2,NP_078986,NM_024710.3
POLRMT,NP_005026,NM_005035.4
GPX4,NP_001034936,NM_001039847.3
GPX4,NP_002076,NM_002085.5
GPX4,NP_001034937,NM_001039848.4
ATP5F1D,NP_001678,NM_001687.5
ATP5F1D,NP_001001975,NM_001001975.2
NDUFS7,NP_077718,NM_024407.5
UQCR11,NP_006821,NM_006830.4
TIMM13,NP_036590,NM_012458.4
MRPL54,NP_758455,NM_172251.3
MICOS13,NP_991330,NM_205767.3
LONP1,NP_004784,NM_004793.4
LONP1,NP_001263409,NM_001276480.1
LONP1,NP_001263408,NM_001276479.2
CLPP,NP_006003,NM_006012.4
ALKBH7,NP_115682,NM_032306.4
SLC25A23,NP_077008,NM_024103.3
SLC25A41,NP_775908,NM_173637.4
PET100,NP_001164626,NM_001171155.2
NDUFA7,NP_004992,NM_005001.5
MRPL4,NP_057040,NM_015956.3
MRPL4,NP_666499,NM_146387.2
MRPL4,NP_666500,NM_146388.2
FDX2,NP_001026904,NM_001031734.4
QTRT1,NP_112486,NM_031209.3
TIMM29,NP_612367,NM_138358.4
TMEM205,NP_940938,NM_198536.3
TMEM205,NP_001138888,NM_001145416.2
TMEM205,NP_212133,NM_033408.4
ECSIT,NP_001135936,NM_001142464.3
ECSIT,NP_057665,NM_016581.5
ECSIT,NP_001135937,NM_001142465.3
ECSIT,NP_001230133,NM_001243204.2
PRDX2,NP_005800,NM_005809.6
GCDH,NP_000150,NM_000159.4
GADD45GIP1,NP_443082,NM_052850.4
GCDH,NP_039663,NM_013976.5
TRMT1,NP_060192,NM_017722.5
TRMT1,NP_001129507,NM_001136035.4
TRMT1,NP_001136026,NM_001142554.3
PRKACA,NP_002721,NM_002730.4
PRKACA,NP_997401,NM_207518.3
MRPL34,NP_076426,NM_023937.4
GTPBP3,NP_001182351,NM_001195422.1
GTPBP3,NP_116009,NM_032620.4
GTPBP3,NP_598399,NM_133644.4
GTPBP3,NP_001122327,NM_001128855.3
MPV17L2,NP_116072,NM_032683.3
FKBP8,NP_036313,NM_012181.5
SLC25A42,NP_848621,NM_178526.5
NDUFA13,NP_057049,NM_015965.7
UQCRFS1,NP_005994,NM_006003.3
NUDT19,NP_001099040,NM_001105570.2
COX6B1,NP_001854,NM_001863.5
PRODH2,NP_067055,NM_021232.2
SDHAF1,NP_001036096,NM_001042631.3
COX7A1,NP_001855,NM_001864.4
SARS2,NP_060297,NM_017827.4
MRPS12,NP_203526,NM_033362.4
MRPS12,NP_203527,NM_033363.1
MRPS12,NP_066930,NM_021107.1
SARS2,NP_001139373,NM_001145901.2
COQ8B,NP_079152,NM_024876.4
COQ8B,NP_001136027,NM_001142555.3
BCKDHA,NP_001158255,NM_001164783.2
BCKDHA,NP_000700,NM_000709.4
ETHE1,NP_055112,NM_014297.5
TOMM40,NP_006105,NM_006114.3
TOMM40,NP_001122388,NM_001128916.2
TOMM40,NP_001122389,NM_001128917.2
OPA3,NP_001017989,NM_001017989.3
OPA3,NP_079412,NM_025136.4
DMPK,NP_001075031,NM_001081562.3
DMPK,NP_001275693,NM_001288764.2
DMPK,NP_004400,NM_004409.5
DMPK,NP_001275695,NM_001288766.2
DMPK,NP_001275694,NM_001288765.2
DMPK,NP_001075032,NM_001081563.2
DMPK,NP_001075029,NM_001081560.3
BBC3,NP_001120712,NM_001127240.3
BBC3,NP_001120713,NM_001127241.3
BBC3,NP_055232,NM_014417.5
BBC3,NP_001120714,NM_001127242.3
TMEM143,NP_060743,NM_018273.4
SPHK2,NP_064511,NM_020126.5
SPHK2,NP_001191088,NM_001204159.3
SPHK2,NP_001191089,NM_001204160.3
SPHK2,NP_001191087,NM_001204158.3
SPHK2,NP_001230805,NM_001243876.2
BCAT2,NP_001271254,NM_001284325.2
BCAT2,NP_001181,NM_001190.4
BCAT2,NP_001158245,NM_001164773.2
BAX,NP_004315,NM_004324.4
BAX,NP_620118,NM_138763.4
BAX,NP_620116,NM_138761.4
BAX,NP_620119,NM_138764.5
ETFB,NP_001976,NM_001985.3
ETFB,NP_001014763,NM_001014763.1
NDUFA3,NP_004533,NM_004542.4
COX6B2,NP_653214,NM_144613.5
MGME1,NP_443097,NM_052865.4
ACSS1,NP_001239604,NM_001252675.2
ACSS1,NP_115890,NM_032501.4
ACSS1,NP_001239606,NM_001252677.2
BCL2L1,NP_001182,NM_001191.4
BCL2L1,NP_612815,NM_138578.3
CDK5RAP1,NP_057492,NM_016408.4
CDK5RAP1,NP_001265096,NM_001278167.2
CDK5RAP1,NP_001265098,NM_001278169.1
CDK5RAP1,NP_057166,NM_016082.4
CDK5RAP1,NP_001265097,NM_001278168.2
UQCC1,NP_001171906,NM_001184977.2
UQCC1,NP_955781,NM_199487.3
UQCC1,NP_060714,NM_018244.5
IDH3B,NP_008830,NM_006899.5
IDH3B,NP_777280,NM_174855.4
IDH3B,NP_001245313,NM_001258384.3
MRPS26,NP_110438,NM_030811.4
FASTKD5,NP_068598,NM_021826.5
MAVS,NP_065797,NM_020746.5
MAVS,NP_001193420,NM_001206491.2
PANK2,NP_705904,NM_153640.4
PANK2,NP_705902,NM_153638.4
PANK2,NP_079236,NM_024960.6
CRLS1,NP_001120930,NM_001127458.2
CRLS1,NP_061968,NM_019095.6
NDUFAF5,NP_077025,NM_024120.5
NDUFAF5,NP_001034464,NM_001039375.3
PET117,NP_001158283,NM_001164811.2
ACSS1,NP_001239605,NM_001252676.2
COX4I2,NP_115998,NM_032609.3
PXMP4,NP_899634,NM_183397.3
PXMP4,NP_009169,NM_007238.5
NFS1,NP_066923,NM_021100.5
NFS1,NP_001185918,NM_001198989.2
ROMO1,NP_542786,NM_080748.3
RAB5IF,NP_061328,NM_018840.5
RAB5IF,NP_001186463,NM_001199534.2
RAB5IF,NP_955777,NM_199483.3
TOMM34,NP_006800,NM_006809.5
CYP24A1,NP_001122387,NM_001128915.2
CYP24A1,NP_000773,NM_000782.5
FAM210B,NP_543011,NM_080821.3
PRELID3B,NP_001243332,NM_001256403.2
PRELID3B,NP_057129,NM_016045.3
ATP5F1E,NP_008817,NM_006886.4
MTG2,NP_056481,NM_015666.4
YBEY,NP_478061,NM_058181.3
YBEY,NP_001006114,NM_001006114.3
MRPL39,NP_059142,NM_017446.4
MRPL39,NP_542984,NM_080794.4
ATP5PF,NP_001676,NM_001685.5
